-0.54,-0.1,0,-0.7383,-0.44023,0.04964,2.3932e-14,-1.1455
-0.54,-0.099,0,-0.73898,-0.44067,0.049061,3.8983e-14,-1.144
-0.54,-0.098,0,-0.73965,-0.4411,0.048481,4.3518e-13,-1.1425
-0.54,-0.097,0,-0.74032,-0.44153,0.047899,1.6223e-14,-1.141
-0.54,-0.096,0,-0.74098,-0.44196,0.047316,1.2395e-13,-1.1395
-0.54,-0.095,0,-0.74163,-0.44239,0.046732,2.2968e-15,-1.138
-0.54,-0.094,0,-0.74227,-0.44282,0.046146,6.5295e-15,-1.1366
-0.54,-0.093,0,-0.74291,-0.44325,0.045558,1.2004e-14,-1.1351
-0.54,-0.092,0,-0.74355,-0.44367,0.044969,1.6011e-13,-1.1336
-0.54,-0.091,0,-0.74417,-0.4441,0.044378,1.4468e-15,-1.1322
-0.54,-0.09,0,-0.74479,-0.44452,0.043785,1.343e-14,-1.1307
-0.54,-0.089,0,-0.7454,-0.44494,0.043191,3.0947e-15,-1.1292
-0.54,-0.088,0,-0.74601,-0.44536,0.042595,1.5659e-14,-1.1278
-0.54,-0.087,0,-0.74661,-0.44578,0.041998,1.0422e-14,-1.1263
-0.54,-0.086,0,-0.7472,-0.4462,0.041399,8.3267e-16,-1.1249
-0.54,-0.085,0,-0.74778,-0.44661,0.040798,1.0696e-14,-1.1234
-0.54,-0.084,0,-0.74836,-0.44703,0.040196,5.0307e-16,-1.122
-0.54,-0.083,0,-0.74894,-0.44744,0.039592,3.3896e-15,-1.1206
-0.54,-0.082,0,-0.7495,-0.44785,0.038986,2.1511e-16,-1.1191
-0.54,-0.081,0,-0.75006,-0.44826,0.038379,1.1477e-14,-1.1177
-0.54,-0.08,0,-0.75061,-0.44867,0.03777,1.5304e-14,-1.1163
-0.54,-0.079,0,-0.75116,-0.44907,0.037159,1.5821e-15,-1.1149
-0.54,-0.078,0,-0.7517,-0.44948,0.036546,8.4606e-15,-1.1134
-0.54,-0.077,0,-0.75223,-0.44988,0.035932,7.4246e-16,-1.112
-0.54,-0.076,0,-0.75275,-0.45028,0.035316,1.4466e-14,-1.1106
-0.54,-0.075,0,-0.75327,-0.45068,0.034698,8.174e-15,-1.1092
-0.54,-0.074,0,-0.75378,-0.45107,0.034078,6.5746e-15,-1.1078
-0.54,-0.073,0,-0.75429,-0.45147,0.033457,6.9424e-15,-1.1065
-0.54,-0.072,0,-0.75478,-0.45186,0.032834,1.6145e-14,-1.1051
-0.54,-0.071,0,-0.75528,-0.45225,0.032209,3.4429e-13,-1.1037
-0.54,-0.07,0,-0.75576,-0.45264,0.031582,3.8836e-13,-1.1023
-0.54,-0.069,0,-0.75624,-0.45303,0.030954,1.6093e-14,-1.1009
-0.54,-0.068,0,-0.75671,-0.45341,0.030323,1.503e-14,-1.0996
-0.54,-0.067,0,-0.75717,-0.4538,0.029691,1.4825e-14,-1.0982
-0.54,-0.066,0,-0.75763,-0.45418,0.029057,3.2439e-16,-1.0969
-0.54,-0.065,0,-0.75808,-0.45456,0.028421,1.6771e-14,-1.0955
-0.54,-0.064,0,-0.75852,-0.45493,0.027783,4.7672e-13,-1.0942
-0.54,-0.063,0,-0.75896,-0.45531,0.027144,6.0771e-14,-1.0928
-0.54,-0.062,0,-0.75939,-0.45568,0.026502,1.5106e-14,-1.0915
-0.54,-0.061,0,-0.75981,-0.45605,0.025859,3.4694e-17,-1.0902
-0.54,-0.06,0,-0.76023,-0.45642,0.025214,6.7446e-15,-1.0889
-0.54,-0.059,0,-0.76064,-0.45679,0.024567,4.5311e-15,-1.0876
-0.54,-0.058,0,-0.76104,-0.45715,0.023918,8.6445e-14,-1.0863
-0.54,-0.057,0,-0.76144,-0.45751,0.023267,1.6456e-14,-1.085
-0.54,-0.056,0,-0.76183,-0.45787,0.022614,6.6717e-14,-1.0837
-0.54,-0.055,0,-0.76221,-0.45823,0.02196,8.8957e-15,-1.0824
